MicroHit	TaxHit	HitID	Class
Diaphorobacter aerolatus	Diaphorobacter aerolatus	MRH1716	bacteria
Citrobacter youngae	Citrobacter youngae	MRH1717	bacteria
Agromyces	Agromyces	MRH1718	bacteria
Ochrobactrum quorumnocens	[Ochrobactrum] quorumnocens	MRH1719	bacteria
Kerstersia	Kerstersia	MRH1720	bacteria
Kerstersia gyiorum	Kerstersia gyiorum	MRH1721	bacteria
Blautia sp. LZLJ-3	Blautia liquoris	MRH1722	bacteria
Trypanosoma cruzi	Trypanosoma cruzi	MRH1723	other_eukaryota
Crithidia sp. ATCC 30255	Angomonas deanei	MRH1415	other_eukaryota
Bacillus licheniformis	Bacillus licheniformis	MRH1724	bacteria
Chroococcidiopsis thermalis	Chroococcidiopsis thermalis	MRH1725	bacteria
Enterococcus pallens	Enterococcus pallens	MRH1726	bacteria
Trypanosoma rangeli	Trypanosoma rangeli	MRH1727	other_eukaryota
Aspergillus aculeatus	Aspergillus aculeatus	MRH1728	fungus
Talaromyces atroroseus	Talaromyces atroroseus	MRH1729	fungus
Zygosaccharomyces mellis	Zygosaccharomyces mellis	MRH1730	fungus
Jonesia	Jonesia	MRH1731	bacteria
Jonesia denitrificans	Jonesia denitrificans	MRH1732	bacteria
Cobetia	Cobetia	MRH1733	bacteria
Cobetia marina	Cobetia marina	MRH1734	bacteria
Rickettsia felis	Rickettsia felis	MRH1735	bacteria
Rickettsia endosymbiont of Ixodes pacificus	Rickettsia endosymbiont of Ixodes pacificus	MRH1736	bacteria
Acinetobacter sp. WCHAc010034	Acinetobacter sp. WCHAc010034	MRH1737	bacteria
Rickettsia	Rickettsia	MRH1738	bacteria
Acinetobacter lactucae	Acinetobacter lactucae	MRH1739	bacteria
Acinetobacter lanii	Acinetobacter lanii	MRH1740	bacteria
Acinetobacter shaoyimingii	Acinetobacter shaoyimingii	MRH1741	bacteria
Acinetobacter equi	Acinetobacter equi	MRH1742	bacteria
Acinetobacter sp. TGL-Y2	Acinetobacter sp. TGL-Y2	MRH1743	bacteria
Acinetobacter soli	Acinetobacter soli	MRH1744	bacteria
Acinetobacter baylyi	Acinetobacter baylyi	MRH1745	bacteria
Acinetobacter cumulans	Acinetobacter cumulans	MRH1746	bacteria
Acinetobacter sp. TTH0-4	Acinetobacter sp. TTH0-4	MRH1747	bacteria
Mycobacterium sp. DL90	Mycolicibacterium nivoides	MRH1748	bacteria
Mycobacterium noviomagense	Mycobacterium noviomagense	MRH1749	bacteria
Actinomadura verrucosospora	Actinomadura verrucosospora	MRH1750	bacteria
Nocardia nova	Nocardia nova	MRH1751	bacteria
Streptomyces atratus	Streptomyces atratus	MRH1752	bacteria
Brevibacterium linens	Brevibacterium linens	MRH1753	bacteria
Sphingomonas sp. AAP5	Sphingomonas sp. AAP5	MRH1754	bacteria
Kosakonia	Kosakonia	MRH1755	bacteria
Kosakonia cowanii	Kosakonia cowanii	MRH1756	bacteria
Mycolicibacterium doricum	Mycobacterium doricum	MRH1757	bacteria
Mycolicibacterium insubricum	Mycolicibacterium insubricum	MRH1758	bacteria
Mycolicibacterium litorale	Mycolicibacterium litorale	MRH1759	bacteria
Mycolicibacterium hassiacum	Mycolicibacterium hassiacum	MRH1760	bacteria
Mycolicibacterium rhodesiae	Mycolicibacterium rhodesiae	MRH1761	bacteria
Luteibacter pinisoli	Luteibacter pinisoli	MRH1762	bacteria
Aureimonas sp. LMG 31693	Aureimonas mangrovi	MRH1763	bacteria
Microlunatus soli	Microlunatus soli	MRH1764	bacteria
Enterobacter cancerogenus	Enterobacter cancerogenus	MRH1765	bacteria
Thermomonospora	Thermomonospora	MRH1766	bacteria
Stenotrophomonas sp. SAU14A_NAIMI4_5	Stenotrophomonas sp. SAU14A_NAIMI4_5	MRH1767	bacteria
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	Stenotrophomonas sp. ZAC14D2_NAIMI4_7	MRH1768	bacteria
Stenotrophomonas sp. ZAC14A_NAIMI4_1	Stenotrophomonas sp. ZAC14A_NAIMI4_1	MRH1769	bacteria
Cellulosimicrobium	Cellulosimicrobium	MRH1770	bacteria
Dyella	Dyella	MRH1771	bacteria
Mycolicibacterium neoaurum	Mycolicibacterium neoaurum	MRH1772	bacteria
Mycobacterium sp. DL440	Mycobacterium sp. DL440	MRH1773	bacteria
Mycobacterium kansasii	Mycobacterium kansasii	MRH1774	bacteria
Advenella	Advenella	MRH1775	bacteria
Paenibacillus hunanensis	Paenibacillus hunanensis	MRH1776	bacteria
Lysinibacillus sphaericus	Lysinibacillus sphaericus	MRH1777	bacteria
Scedosporium	Scedosporium	MRH1778	fungus
Cytobacillus	Cytobacillus	MRH1779	bacteria
Enterobacter bugandensis	Enterobacter bugandensis	MRH1780	bacteria
Candidatus Wolbachia massiliensis	Candidatus Wolbachia massiliensis	MRH1781	bacteria
Wolbachia endosymbiont of Drosophila mauritiana	Wolbachia endosymbiont of Drosophila mauritiana	MRH1782	bacteria
Lactobacillus animalis	Ligilactobacillus animalis	MRH1783	bacteria
Lactobacillus murinus	Ligilactobacillus murinus	MRH1784	bacteria
Methylocystis rosea	Methylocystis rosea	MRH1785	bacteria
Muribaculum sp. TLL-A4	Muribaculum gordoncarteri	MRH1786	bacteria
Muribaculum intestinale	Muribaculum intestinale	MRH1787	bacteria
Duncaniella dubosii	Duncaniella dubosii	MRH1788	bacteria
Limosilactobacillus reuteri	Limosilactobacillus reuteri	MRH1789	bacteria
uncultured bacterium BAC10G6	uncultured bacterium BAC10G6	MRH1790	bacteria
Jaminaea angkorensis	Jaminaea angkorensis	MRH1791	fungus
Acutalibacter	Acutalibacter	MRH1792	bacteria
Acutalibacter muris	Acutalibacter muris	MRH1793	bacteria
Trichormus variabilis	Trichormus variabilis	MRH1794	bacteria
Bacteroides caecimuris	Bacteroides caecimuris	MRH1795	bacteria
Lactobacillus helveticus	Lactobacillus helveticus	MRH1796	bacteria
Sphaerospermopsis	Sphaerospermopsis	MRH1797	bacteria
Sphaerospermopsis kisseleviana	Sphaerospermopsis kisseleviana	MRH1798	bacteria
Alistipes shahii	Alistipes shahii	MRH1799	bacteria
Flavonifractor plautii	Flavonifractor plautii	MRH1800	bacteria
Oscillibacter	Oscillibacter	MRH1801	bacteria
Enterocloster clostridioformis	Enterocloster clostridioformis	MRH1802	bacteria
Dolichospermum	Dolichospermum	MRH1803	bacteria
Lentilactobacillus curieae	Lentilactobacillus curieae	MRH1804	bacteria
Erysipelatoclostridium	Erysipelatoclostridium	MRH1805	bacteria
[Clostridium] innocuum	[Clostridium] innocuum	MRH1806	bacteria
Ewingella	Ewingella	MRH1807	bacteria
Ewingella americana	Ewingella americana	MRH1808	bacteria
Odoribacter splanchnicus	Odoribacter splanchnicus	MRH1809	bacteria
Dysosmobacter	Dysosmobacter	MRH1810	bacteria
Exiguobacterium acetylicum	Exiguobacterium acetylicum	MRH1811	bacteria
Exiguobacterium antarcticum	Exiguobacterium antarcticum	MRH1812	bacteria
Exiguobacterium sibiricum	Exiguobacterium sibiricum	MRH1813	bacteria
Kineococcus radiotolerans	Kineococcus radiotolerans	MRH1814	bacteria
Pantoea dispersa	Pantoea dispersa	MRH1815	bacteria
Sphingomonas sp. LK11	Sphingomonas sp. LK11	MRH1816	bacteria
Mycetocola	Mycetocola	MRH1817	bacteria
Streptococcus suis	Streptococcus suis	MRH1818	bacteria
Sphingorhabdus lacus	Sphingorhabdus lacus	MRH1819	bacteria
Ornithinimicrobium pratense	Ornithinimicrobium pratense	MRH1820	bacteria
Hymenobacter sp. APR13	Hymenobacter sp. APR13	MRH1821	bacteria
Staphylococcus lugdunensis	Staphylococcus lugdunensis	MRH1822	bacteria
Methylosinus	Methylosinus	MRH1823	bacteria
Hydrogenophaga pseudoflava	Hydrogenophaga pseudoflava	MRH1824	bacteria
Actinoplanes	Actinoplanes	MRH1825	bacteria
Ramlibacter	Ramlibacter	MRH1826	bacteria
Kocuria flava	Kocuria flava	MRH1827	bacteria
Nodularia	Nodularia	MRH1828	bacteria
Nodularia spumigena	Nodularia spumigena	MRH1829	bacteria
Gemmobacter	Gemmobacter	MRH1830	bacteria
Rhodoplanes	Rhodoplanes	MRH1831	bacteria
Rhodoplanes sp. Z2-YC6860	Rhodoplanes sp. Z2-YC6860	MRH1832	bacteria
Wolbachia endosymbiont of Chrysomya megacephala	Wolbachia endosymbiont of Chrysomya megacephala	MRH1833	bacteria
Acetobacter thailandicus	Acetobacter thailandicus	MRH1834	bacteria
Acetobacter pasteurianus	Acetobacter pasteurianus	MRH1835	bacteria
Acetobacter pomorum	Acetobacter pomorum	MRH1836	bacteria
Acetobacter persici	Acetobacter persici	MRH1837	bacteria
Acetobacter senegalensis	Acetobacter senegalensis	MRH1838	bacteria
Calothrix	Calothrix	MRH1839	bacteria
Komagataeibacter	Komagataeibacter	MRH1840	bacteria
Komagataeibacter hansenii	Novacetimonas hansenii	MRH1841	bacteria
Komagataeibacter xylinus	Komagataeibacter xylinus	MRH1842	bacteria
Komagataeibacter rhaeticus	Komagataeibacter rhaeticus	MRH1843	bacteria
Komagataeibacter europaeus	Komagataeibacter europaeus	MRH1844	bacteria
Komagataeibacter saccharivorans	Komagataeibacter saccharivorans	MRH1845	bacteria
Crinalium	Crinalium	MRH1846	bacteria
Crinalium epipsammum	Crinalium epipsammum	MRH1847	bacteria
Burkholderia ambifaria	Burkholderia ambifaria	MRH1848	bacteria
Gluconacetobacter	Gluconacetobacter	MRH1849	bacteria
Gluconacetobacter diazotrophicus	Gluconacetobacter diazotrophicus	MRH1850	bacteria
Kozakia	Kozakia	MRH1851	bacteria
Kozakia baliensis	Kozakia baliensis	MRH1852	bacteria
Wolbachia endosymbiont of Bemisia tabaci	Wolbachia endosymbiont of Bemisia tabaci	MRH1853	bacteria
Wolbachia endosymbiont of Ceratosolen solmsi	Wolbachia endosymbiont of Ceratosolen solmsi	MRH1854	bacteria
Wolbachia endosymbiont of Cadra cautella	Wolbachia endosymbiont of Cadra cautella	MRH1855	bacteria
Wolbachia endosymbiont of Asobara tabida	Wolbachia endosymbiont of Asobara tabida	MRH1856	bacteria
Wolbachia endosymbiont of Spalangia cameroni	Wolbachia endosymbiont of Spalangia cameroni	MRH1857	bacteria
Wolbachia endosymbiont of Glossina fuscipes fuscipes	Wolbachia endosymbiont of Glossina fuscipes fuscipes	MRH1858	bacteria
Duncaniella	Duncaniella	MRH1859	bacteria
Bacillus amyloliquefaciens	Bacillus amyloliquefaciens	MRH1860	bacteria
Lasiodiplodia	Lasiodiplodia	MRH1861	fungus
Lasiodiplodia theobromae	Lasiodiplodia theobromae	MRH1862	fungus
Rhodoferax	Rhodoferax	MRH1863	bacteria
Rhodoferax sediminis	Rhodoferax sediminis	MRH1864	bacteria
Actinobacteria bacterium IMCC25003	Actinobacteria bacterium IMCC25003	MRH1865	bacteria
Alcanivorax dieselolei	Alcanivorax dieselolei	MRH1866	bacteria
Creolimax	Creolimax	MRH1867	other_eukaryota
Creolimax fragrantissima	Creolimax fragrantissima	MRH1868	other_eukaryota
Macrococcus	Macrococcus	MRH1869	bacteria
Daldinia	Daldinia	MRH1870	fungus
Polynucleobacter difficilis	Polynucleobacter difficilis	MRH1871	bacteria
Polynucleobacter paneuropaeus	Polynucleobacter paneuropaeus	MRH1872	bacteria
Candidatus Planktophila	Candidatus Planktophila	MRH1873	bacteria
Candidatus Planktophila dulcis	Candidatus Planktophila dulcis	MRH1874	bacteria
Candidatus Planktophila sulfonica	Candidatus Planktophila sulfonica	MRH1875	bacteria
Rhodoferax saidenbachensis	Rhodoferax saidenbachensis	MRH1876	bacteria
Nitrospira	Nitrospira	MRH1877	bacteria
Phreatobacter cathodiphilus	Phreatobacter cathodiphilus	MRH1878	bacteria
Simplicispira	Simplicispira	MRH1879	bacteria
Undibacterium parvum	Undibacterium parvum	MRH1880	bacteria
Pseudomonas asiatica	Pseudomonas asiatica	MRH1881	bacteria
Pseudomonas citronellolis	Pseudomonas citronellolis	MRH1882	bacteria
Pseudomonas soli	Pseudomonas soli	MRH1883	bacteria
Aplosporella	Aplosporella	MRH1884	fungus
Aplosporella prunicola	Aplosporella prunicola	MRH1885	fungus
Flavobacterium sp. M31R6	Flavobacterium sp. M31R6	MRH1886	bacteria
Flavobacterium branchiophilum	Flavobacterium branchiophilum	MRH1887	bacteria
Flavobacterium nackdongense	Flavobacterium nackdongense	MRH1888	bacteria
Flavobacterium sangjuense	Flavobacterium sangjuense	MRH1889	bacteria
Flavobacterium johnsoniae	Flavobacterium johnsoniae	MRH1890	bacteria
Stemphylium lycopersici	Stemphylium lycopersici	MRH1891	fungus
Sphaerulina	Sphaerulina	MRH1892	fungus
Sphaerulina musiva	Sphaerulina musiva	MRH1893	fungus
Oscillatoria	Oscillatoria	MRH1894	bacteria
Oscillatoria acuminata	Oscillatoria acuminata	MRH1895	bacteria
Acidovorax sp. RAC01	Acidovorax sp. RAC01	MRH1896	bacteria
Acidovorax citrulli	Acidovorax citrulli	MRH1897	bacteria
Limnohabitans sp. 63ED37-2	Limnohabitans sp. 63ED37-2	MRH1898	bacteria
Limnohabitans sp. 103DPR2	Limnohabitans sp. 103DPR2	MRH1899	bacteria
Sphingomonas sp. CL5.1	Sphingomonas sp. CL5.1	MRH1900	bacteria
Opitutus sp. GAS368	Opitutus sp. GAS368	MRH1901	bacteria
Cryptococcus	Cryptococcus	MRH1902	fungus
Caulobacter henricii	Caulobacter henricii	MRH1903	bacteria
Leptothrix	Leptothrix	MRH1904	bacteria
Inhella	Inhella	MRH1905	bacteria
Fusarium proliferatum	Fusarium proliferatum	MRH1906	fungus
Pantoea sp. CCBC3-3-1	Pantoea sp. CCBC3-3-1	MRH1907	bacteria
Arachidicoccus	Arachidicoccus	MRH1908	bacteria
Rhizobacter	Rhizobacter	MRH1909	bacteria
Mycolicibacterium chubuense	Mycolicibacterium chubuense	MRH1910	bacteria
Deinococcus gobiensis	Deinococcus gobiensis	MRH1911	bacteria
Kinneretia	Kinneretia	MRH1912	bacteria
Kinneretia sp. DAIF2	Kinneretia sp. DAIF2	MRH1913	bacteria
Roseateles depolymerans	Roseateles depolymerans	MRH1914	bacteria
Fibrella	Fibrella	MRH1915	bacteria
Fibrella aestuarina	Fibrella aestuarina	MRH1916	bacteria
Leifsonia xyli	Leifsonia xyli	MRH1917	bacteria
Rhodocyclaceae bacterium	Rhodocyclaceae bacterium	MRH1918	bacteria
Methylibium sp. Pch-M	Methylibium sp. Pch-M	MRH1919	bacteria
Azoarcus	Azoarcus	MRH1920	bacteria
Zygosaccharomyces siamensis	Zygosaccharomyces siamensis	MRH1921	fungus
Torulaspora	Torulaspora	MRH1922	fungus
Torulaspora delbrueckii	Torulaspora delbrueckii	MRH1923	fungus
Torulaspora sp. CBS 2947	Torulaspora sp. CBS 2947	MRH1924	fungus
Nakaseomyces	Nakaseomyces	MRH1925	fungus
[Candida] glabrata	[Candida] glabrata	MRH1926	fungus
Vanderwaltozyma	Vanderwaltozyma	MRH1927	fungus
Vanderwaltozyma polyspora	Vanderwaltozyma polyspora	MRH1928	fungus
Naumovozyma castellii	Naumovozyma castellii	MRH1929	fungus
Brettanomyces	Brettanomyces	MRH1930	fungus
Brettanomyces bruxellensis	Brettanomyces bruxellensis	MRH1931	fungus
Tetrapisispora blattae	Tetrapisispora blattae	MRH1932	fungus
Trichophyton benhamiae	Trichophyton benhamiae	MRH1933	fungus
Eremothecium cymbalariae	Eremothecium cymbalariae	MRH1934	fungus
Eremothecium sinecaudum	Eremothecium sinecaudum	MRH1935	fungus
Phytophthora sojae	Phytophthora sojae	MRH1936	other_eukaryota
Pichia membranifaciens	Pichia membranifaciens	MRH1937	fungus
Limosilactobacillus fermentum	Limosilactobacillus fermentum	MRH1938	bacteria
Bradyrhizobium guangzhouense	Bradyrhizobium guangzhouense	MRH1939	bacteria
Mycolicibacterium frederiksbergense	Mycobacterium frederiksbergense	MRH1940	bacteria
Erysiphe	Erysiphe	MRH1941	fungus
Bacillus smithii	Bacillus smithii	MRH1942	bacteria
Sphingomonas insulae	Sphingomonas insulae	MRH1943	bacteria
Caulobacter segnis	Caulobacter segnis	MRH1944	bacteria
Streptococcus equinus	Streptococcus equinus	MRH1945	bacteria
Herbaspirillum hiltneri	Herbaspirillum hiltneri	MRH1946	bacteria
non-genus-specific reads in family Halieaceae	Halieaceae	MRH1947	bacteria
marine gamma proteobacterium HTCC2246	marine gamma proteobacterium HTCC2246	MRH1948	bacteria
Pseudacidovorax	Pseudacidovorax	MRH1949	bacteria
Pseudacidovorax intermedius	Pseudacidovorax intermedius	MRH1950	bacteria
Inhella inkyongensis	Inhella inkyongensis	MRH1951	bacteria
Leptothrix cholodnii	Leptothrix cholodnii	MRH1952	bacteria
Janthinobacterium agaricidamnosum	Janthinobacterium agaricidamnosum	MRH1953	bacteria
Komagataella	Komagataella	MRH1954	fungus
Brachybacterium ginsengisoli	Brachybacterium ginsengisoli	MRH1955	bacteria
Lentzea	Lentzea	MRH1956	bacteria
Saccharothrix	Saccharothrix	MRH1957	bacteria
Gilliamella bombi	Gilliamella bombi	MRH1958	bacteria
Rubrobacter sp. SCSIO 52915	Rubrobacter marinus	MRH1959	bacteria
Caldicellulosiruptor	Caldicellulosiruptor	MRH1960	bacteria
Capnocytophaga cynodegmi	Capnocytophaga cynodegmi	MRH1961	bacteria
Rhodotorula mucilaginosa	Rhodotorula mucilaginosa	MRH1962	fungus
Thermoanaerobacterium	Thermoanaerobacterium	MRH1963	bacteria
Sulfurihydrogenibium	Sulfurihydrogenibium	MRH1964	bacteria
Sulfurihydrogenibium azorense	Sulfurihydrogenibium azorense	MRH1965	bacteria
Aspergillus heteromorphus	Aspergillus heteromorphus	MRH1966	fungus
Bacillus thermoamylovorans	Caldibacillus thermoamylovorans	MRH1967	bacteria
Hungateiclostridium	Acetivibrio	MRH1968	bacteria
Hungateiclostridium thermocellum	Acetivibrio thermocellus	MRH1969	bacteria
Pasteurellaceae bacterium BHMR2	Pasteurellaceae bacterium BHMR2	MRH1970	bacteria
Clostridium	Clostridium	MRH1971	bacteria
Mycobacterium tuberculosis	Mycobacterium tuberculosis	MRH1972	bacteria
Sutterella	Sutterella	MRH1973	bacteria
Lacticaseibacillus	Lacticaseibacillus	MRH1974	bacteria
Pedobacter sp. G11	Pedobacter sp. G11	MRH1975	bacteria
Pantoea eucalypti	Pantoea eucalypti	MRH1976	bacteria
Starmerella bombicola	Starmerella bombicola	MRH1977	fungus
Cupriavidus necator	Cupriavidus necator	MRH1978	bacteria
Spathaspora	Spathaspora	MRH1979	fungus
Spathaspora passalidarum	Spathaspora passalidarum	MRH1980	fungus
Rhizopus stolonifer	Rhizopus stolonifer	MRH1981	fungus
Capnocytophaga gingivalis	Capnocytophaga gingivalis	MRH1982	bacteria
Acidipropionibacterium	Acidipropionibacterium	MRH1983	bacteria
Acidipropionibacterium acidipropionici	Acidipropionibacterium acidipropionici	MRH1984	bacteria
Puccinia coronata	Puccinia coronata	MRH1985	fungus
Micromonospora	Micromonospora	MRH1986	bacteria
Mycobacterium sp. YC-RL4	Mycobacterium sp. YC-RL4	MRH1987	bacteria
Moesziomyces antarcticus	Moesziomyces antarcticus	MRH1988	fungus
Romboutsia	Romboutsia	MRH1989	bacteria
Wolbachia endosymbiont of Paratrechina longicornis	Wolbachia endosymbiont of Paratrechina longicornis	MRH1990	bacteria
Pluralibacter	Pluralibacter	MRH1991	bacteria
Pluralibacter gergoviae	Pluralibacter gergoviae	MRH1992	bacteria
Neisseria animaloris	Neisseria animaloris	MRH1993	bacteria
Lactobacillus amylovorus	Lactobacillus amylovorus	MRH1994	bacteria
Bombilactobacillus mellifer	Bombilactobacillus mellifer	MRH1995	bacteria
Candidatus Snodgrassella sp. T4_34144	Candidatus Snodgrassella sp. T4_34144	MRH1996	bacteria
uncultured Gammaproteobacteria bacterium	uncultured Gammaproteobacteria bacterium	MRH1997	bacteria
Photobacterium	Photobacterium	MRH1998	bacteria
Photobacterium damselae	Photobacterium damselae	MRH1999	bacteria
Candidatus Snodgrassella sp. TA7_36335	Candidatus Snodgrassella sp. TA7_36335	MRH2000	bacteria
Cronobacter condimenti	Cronobacter condimenti	MRH2001	bacteria
Atlantibacter	Atlantibacter	MRH2002	bacteria
Atlantibacter hermannii	Atlantibacter hermannii	MRH2003	bacteria
uncultured bacterium T3_18_29584	uncultured bacterium T3_18_29584	MRH2004	bacteria
Kosakonia radicincitans	Kosakonia radicincitans	MRH2005	bacteria
Kosakonia sacchari	Kosakonia sacchari	MRH2006	bacteria
Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	MRH2007	bacteria
Pragia	Pragia	MRH2008	bacteria
Pragia fontium	Pragia fontium	MRH2009	bacteria
Candidatus Snodgrassella sp. T3_2_35043	Candidatus Snodgrassella sp. T3_2_35043	MRH2010	bacteria
Rodentibacter	Rodentibacter	MRH2011	bacteria
Pleurotus eryngii	Pleurotus eryngii	MRH2012	fungus
Apilactobacillus apinorum	Apilactobacillus apinorum	MRH2013	bacteria
Spiroplasma floricola	Spiroplasma floricola	MRH2014	bacteria
Levilactobacillus brevis	Levilactobacillus brevis	MRH2015	bacteria
Fructilactobacillus	Fructilactobacillus	MRH2016	bacteria
Fructilactobacillus fructivorans	Fructilactobacillus fructivorans	MRH2017	bacteria
Tremella	Tremella	MRH2018	fungus
Tremella mesenterica	Tremella mesenterica	MRH2019	fungus
Pediococcus	Pediococcus	MRH2020	bacteria
Ascosphaera	Ascosphaera	MRH2021	fungus
Ascosphaera apis	Ascosphaera apis	MRH2022	fungus
Gemmata	Gemmata	MRH2023	bacteria
Nocardiopsis	Nocardiopsis	MRH2024	bacteria
Wolbachia endosymbiont of Culex pipiens	Wolbachia endosymbiont of Culex pipiens	MRH2025	bacteria
Liberibacter	Liberibacter	MRH2026	bacteria
Aphanomyces	Aphanomyces	MRH2027	fungus
Monilinia	Monilinia	MRH2028	fungus
Monilinia laxa	Monilinia laxa	MRH2029	fungus
Hepatospora	Hepatospora	MRH2030	fungus
Hepatospora eriocheir	Hepatospora eriocheir	MRH2031	fungus
Monosiga	Monosiga	MRH2032	other_eukaryota
Monosiga brevicollis	Monosiga brevicollis	MRH2033	other_eukaryota
Serratia quinivorans	Serratia quinivorans	MRH2034	bacteria
Citrobacter koseri	Citrobacter koseri	MRH2035	bacteria
Nitrobacter	Nitrobacter	MRH2036	bacteria
Bacillus coagulans	Weizmannia coagulans	MRH2037	bacteria
Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	MRH2038	bacteria
Leishmania sp.	Leishmania sp.	MRH2039	other_eukaryota
Strigomonas culicis	Strigomonas culicis	MRH2040	other_eukaryota
Cyphellophora	Cyphellophora	MRH2041	fungus
Cyphellophora europaea	Cyphellophora europaea	MRH2042	fungus
Propioniciclava	Propioniciclava	MRH2043	bacteria
Bifidobacterium animalis	Bifidobacterium animalis	MRH2044	bacteria
Chromobacterium violaceum	Chromobacterium violaceum	MRH2045	bacteria
Gemmata sp. SH-PL17	Gemmata sp. SH-PL17	MRH2046	bacteria
Methylophilus methylotrophus	Methylophilus methylotrophus	MRH2047	bacteria
[Clostridium] scindens	[Clostridium] scindens	MRH2048	bacteria
Frigoriglobus	Frigoriglobus	MRH2049	bacteria
Frigoriglobus tundricola	Frigoriglobus tundricola	MRH2050	bacteria
Acinetobacter nosocomialis	Acinetobacter nosocomialis	MRH2051	bacteria
Brachybacterium sp. SGAir0954	Brachybacterium sp. SGAir0954	MRH2052	bacteria
Trametes	Trametes	MRH2053	fungus
Trametes versicolor	Trametes versicolor	MRH2054	fungus
Tumebacillus	Tumebacillus	MRH2055	bacteria
Zelonia costaricensis	Zelonia costaricensis	MRH2056	other_eukaryota
Zelonia cf. costaricensis	Zelonia cf. costaricensis	MRH2057	other_eukaryota
Bonordeniella	Bonordeniella	MRH2058	fungus
Coniosporium apollinis	Coniosporium apollinis	MRH2059	fungus
Mammaliicoccus	Mammaliicoccus	MRH2060	bacteria
Mammaliicoccus sciuri	Mammaliicoccus sciuri	MRH2061	bacteria
Eimeria	Eimeria	MRH2062	other_eukaryota
Flaviflexus	Flaviflexus	MRH2063	bacteria
Vibrio coralliilyticus	Vibrio coralliilyticus	MRH2064	bacteria
Chryseobacterium sp.	Chryseobacterium sp.	MRH2065	bacteria
Hymenobacter sp. PAMC 26554	Hymenobacter sp. PAMC 26554	MRH2066	bacteria
Leptomonas sp. Cfm	Leptomonas sp. Cfm	MRH2067	other_eukaryota
Metschnikowia pulcherrima	Metschnikowia pulcherrima	MRH2068	fungus
Streptomyces clavuligerus	Streptomyces clavuligerus	MRH2069	bacteria
Phialophora	Phialophora	MRH2070	fungus
Phialophora attinorum	Phialophora attinorum	MRH2071	fungus
Anaerobacillus	Anaerobacillus	MRH2072	bacteria
Polaribacter	Polaribacter	MRH2073	bacteria
Shewanella baltica	Shewanella baltica	MRH2074	bacteria
Alicyclobacillus	Alicyclobacillus	MRH2075	bacteria
Alicyclobacillus acidocaldarius	Alicyclobacillus acidocaldarius	MRH2076	bacteria
Arcticibacter	Arcticibacter	MRH2077	bacteria
Arcticibacter pallidicorallinus	Arcticibacter pallidicorallinus	MRH2078	bacteria
Novosphingobium ginsenosidimutans	Novosphingobium ginsenosidimutans	MRH2079	bacteria
Tubulinosema	Tubulinosema	MRH2080	fungus
Leishmania tropica	Leishmania tropica	MRH2081	other_eukaryota
Pseudomicrostroma	Pseudomicrostroma	MRH2082	fungus
Pseudomicrostroma glucosiphilum	Pseudomicrostroma glucosiphilum	MRH2083	fungus
Methylophilus medardicus	Methylophilus medardicus	MRH2084	bacteria
Volvariella	Volvariella	MRH2085	fungus
Volvariella volvacea	Volvariella volvacea	MRH2086	fungus
Tricholoma	Tricholoma	MRH2087	fungus
Leucosporidium	Leucosporidium	MRH2088	fungus
Clostridium botulinum	Clostridium botulinum	MRH2089	bacteria
Gluconobacter cerinus	Gluconobacter cerinus	MRH2090	bacteria
Bradyrhizobium sp. CCBAU 51765	Bradyrhizobium sp. CCBAU 51765	MRH2091	bacteria
Streptococcus equi	Streptococcus equi	MRH2092	bacteria
Fusarium verticillioides	Fusarium verticillioides	MRH2093	fungus
Fusarium odoratissimum	Fusarium odoratissimum	MRH2094	fungus
Fusarium subglutinans	Fusarium subglutinans	MRH2095	fungus
Fusarium tjaetaba	Fusarium tjaetaba	MRH2096	fungus
Staphylococcus arlettae	Staphylococcus arlettae	MRH2097	bacteria
Staphylococcus pettenkoferi	Staphylococcus pettenkoferi	MRH2098	bacteria
Varibaculum	Varibaculum	MRH2099	bacteria
Varibaculum vaginae	Varibaculum vaginae	MRH2100	bacteria
Corynebacterium sp. zg-913	Corynebacterium wankanglinii	MRH2101	bacteria
Corynebacterium callunae	Corynebacterium callunae	MRH2102	bacteria
Corynebacterium mycetoides	Corynebacterium mycetoides	MRH2103	bacteria
Corynebacterium glutamicum	Corynebacterium glutamicum	MRH2104	bacteria
Prevotella timonensis	Prevotella timonensis	MRH2105	bacteria
Peptoniphilus grossensis	Peptoniphilus grossensis	MRH2106	bacteria
Porphyromonas asaccharolytica	Porphyromonas asaccharolytica	MRH2107	bacteria
Porphyromonas gingivalis	Porphyromonas gingivalis	MRH2108	bacteria
non-genus-specific reads in family Peptostreptococcaceae	Peptostreptococcaceae	MRH2109	bacteria
Peptostreptococcaceae bacterium oral taxon 929	Peptostreptococcaceae bacterium oral taxon 929	MRH2110	bacteria
Campylobacter ureolyticus	Campylobacter ureolyticus	MRH2111	bacteria
Chitinibacter	Chitinibacter	MRH2112	bacteria
Chitinibacter sp. 2T18	Chitinibacter bivalviorum	MRH2113	bacteria
Dermabacter jinjuensis	Dermabacter jinjuensis	MRH2114	bacteria
Dermabacter vaginalis	Dermabacter vaginalis	MRH2115	bacteria
